reaction_id,parent_post_id,club,reaction_type,clean_text,official_text,official_post_type,official_post_topic,official_created_at,official_like_count,official_reply_count,official_quote_count,like_count,reply_count,retweet_count,quote_count,relevancia,tema,emocao,polaridade,intencao,confianca_modelo,justificativa_curta,validado_manual,rotulo_corrigido,observacoes
9d812f849c805229,2067338406628090101,Sao Paulo,REPLY,@SaoPauloFC Misericórdia até aí estamos sofrendo ..... #ForaJulioBatista,Brasileiro Sub-20: Fim de jogo #JUVxSPFC (1-0) https://t.co/7jnhqOZ4pm,RESULTADO,CATEGORIA_BASE,2026-06-17T20:07:40.000Z,34,12,5,1,0,0,0,,,,,,,,NAO,,
f07bf7cb84585790,2067338406628090101,Sao Paulo,REPLY,@SaoPauloFC Alguém salva a base do SP,Brasileiro Sub-20: Fim de jogo #JUVxSPFC (1-0) https://t.co/7jnhqOZ4pm,RESULTADO,CATEGORIA_BASE,2026-06-17T20:07:40.000Z,34,12,5,0,0,0,0,,,,,,,,NAO,,
4d4e4d68d36c3d1b,2067359047389487371,Sao Paulo,QUOTE,Os bagres voltaram https://t.co/OuG4vjvfyN,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,0,0,0,0,,,,,,,,NAO,,
6ff6971602527469,2067359047389487371,Sao Paulo,QUOTE,imagina a maldição que não foi esse treino https://t.co/NQV2e04ayt,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,5,0,0,0,,,,,,,,NAO,,
b44d57b0edd16647,2067359047389487371,Sao Paulo,QUOTE,MELHOR NÃO https://t.co/w16yM6NaSy,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,0,0,0,0,,,,,,,,NAO,,
c4331e3e53897974,2067359047389487371,Sao Paulo,QUOTE,Eu não esqueci https://t.co/7pI8HEDOFD https://t.co/wvX3e1Er85,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,1,0,0,0,,,,,,,,NAO,,
03e4aa5f84e106d2,2067359047389487371,Sao Paulo,REPLY,@SaoPauloFC Meu medo e perder logo na primeira partida pós copa....,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,0,0,0,0,,,,,,,,NAO,,
68cb447542e494b2,2067359047389487371,Sao Paulo,REPLY,@SaoPauloFC Nossos Guerreiros! 😫🥱,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,0,0,0,0,,,,,,,,NAO,,
80dbb51bd9a7553c,2067359047389487371,Sao Paulo,REPLY,@SaoPauloFC Não precisa de descanso e nem de treinamento porque esse time não faz nada mesmo.,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,0,0,0,0,,,,,,,,NAO,,
c2c12e84c0209d4c,2067359047389487371,Sao Paulo,REPLY,@SaoPauloFC Time fede a fracasso.,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,0,0,0,0,,,,,,,,NAO,,
d4dcd74b25bae14c,2067359047389487371,Sao Paulo,REPLY,@SaoPauloFC por mim,Reapresentação e início da intertemporada tricolor! #VamosSãoPaulo 🇾🇪 📸 Rubens Chiri / São Paulo FC https://t.co/q33LCeJ4ra,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T21:29:41.000Z,727,43,9,0,0,0,0,,,,,,,,NAO,,
04f0bd72e12726cb,2067383876234674418,Sao Paulo,REPLY,@SaoPauloFC Rui Costa já foi demitido? Já espancaram o Olten a caminho da barra funda pra servir de exemplo? Quantos ratos ainda estão vivos?,As imagens do início da nossa intertemporada! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/eWa3yiY9j2,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T23:08:20.000Z,552,17,1,1,0,0,0,,,,,,,,NAO,,
2935259613b40931,2067383876234674418,Sao Paulo,REPLY,@SaoPauloFC Cadê as contratações porra e tem que mandar meio time pra rua,As imagens do início da nossa intertemporada! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/eWa3yiY9j2,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-17T23:08:20.000Z,552,17,1,0,0,0,0,,,,,,,,NAO,,
632e211aba7fc148,2067585650593857766,Sao Paulo,QUOTE,Se convocasse o goat no lugar do neymar a classificação pra final já ficava garantida https://t.co/63RA49anwL,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/OilIyWzHHx",OUTRO,INSTITUCIONAL,2026-06-18T12:30:07.000Z,63,6,1,0,0,0,0,,,,,,,,NAO,,
1ffc7130cf9d49c6,2067585650593857766,Sao Paulo,REPLY,@SaoPauloFC Lenda,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/OilIyWzHHx",OUTRO,INSTITUCIONAL,2026-06-18T12:30:07.000Z,63,6,1,0,0,0,0,,,,,,,,NAO,,
3757b0db211e17f9,2067586213846859919,Sao Paulo,QUOTE,Feliz Natal https://t.co/EsPChro7xd,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,0,0,0,0,,,,,,,,NAO,,
5bb78377566ee31d,2067586213846859919,Sao Paulo,QUOTE,VOLTA RATO https://t.co/nxbrJ2j9QL,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,0,0,0,0,,,,,,,,NAO,,
c67fea2bd3fa7aaa,2067586213846859919,Sao Paulo,QUOTE,Obrigado por tudo https://t.co/613P2O0srm,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,0,0,0,0,,,,,,,,NAO,,
e395596b8e616cd0,2067586213846859919,Sao Paulo,QUOTE,Vi jogar. https://t.co/F0UWrHB20F,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,2,0,0,0,,,,,,,,NAO,,
fe7772bf5ee592d1,2067586213846859919,Sao Paulo,QUOTE,Vou dizer para meus filhos que esse foi Raí. https://t.co/ElRmxx6lwX,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,0,0,0,0,,,,,,,,NAO,,
005e7c63ffdc7861,2067586213846859919,Sao Paulo,REPLY,"@SaoPauloFC Rato, eterno!","🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,1,0,0,0,,,,,,,,NAO,,
25456c1dad7064c6,2067586213846859919,Sao Paulo,REPLY,@SaoPauloFC São Paulo FC Legend ❤️,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,0,0,0,0,,,,,,,,NAO,,
74ea611e960a3421,2067586213846859919,Sao Paulo,REPLY,@SaoPauloFC Pai das galinhas,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,0,0,0,0,,,,,,,,NAO,,
8df97a262755651c,2067586213846859919,Sao Paulo,REPLY,@SaoPauloFC volta vida,"🎉 Feliz aniversário, Wellington Rato! Campeão da Copa do Brasil de 2023 e da Supercopa Rei de 2024, o meia-atacante completa 3️⃣4️⃣ anos nesta quinta-feira. Parabéns e felicidades! 🥳 #VamosSãoPaulo 🇾🇪 https://t.co/QhlYO5Clej",OUTRO,INSTITUCIONAL,2026-06-18T12:32:21.000Z,4309,89,94,2,0,0,0,,,,,,,,NAO,,
2917021d98e96b88,2067593205231554867,Sao Paulo,QUOTE,mas quando eu falo que o SPFC é o time do shane hollander ainda tem gente que não acredita https://t.co/cSwX2Vlpzj,"18 de junho: Dia Mundial do Orgulho Autista 🧩 É dia de homenagear as pessoas com Transtorno do Espectro Autista, o TEA. De celebrar cada vitória diária, objetivo alcançado e desafios superados na neurodivergência. É também uma oportunidade para refletir sobre a necessidade de https://t.co/Cu2iezdXHl",OUTRO,OUTRO,2026-06-18T13:00:08.000Z,431,1,1,0,0,0,0,,,,,,,,NAO,,
5e19f79fa9eb9d4f,2067602854341140736,Sao Paulo,QUOTE,Orgulho do meu time! 🇾🇪 🧩 https://t.co/XHzgtpwJGz,"🧩 Ainda sobre o #DiaMundialDoOrgulhoAutista, o São Paulo acredita que acolher seja o caminho para a inclusão. O MorumBIS oferece a sala TEA+ Tricolor, espaço de acomodação e regulação sensorial para torcedores autistas durante os jogos. O espaço, inaugurado em 2023, está https://t.co/7lM9EMllid",OUTRO,OUTRO,2026-06-18T13:38:29.000Z,349,0,2,1,0,0,0,,,,,,,,NAO,,
8b716d191bb99a60,2067602854341140736,Sao Paulo,QUOTE,O @SaoPauloFC teve preguiça de criar um post novo. Pegaram tudo do ano passado 🤡 https://t.co/HIlMauwCLN,"🧩 Ainda sobre o #DiaMundialDoOrgulhoAutista, o São Paulo acredita que acolher seja o caminho para a inclusão. O MorumBIS oferece a sala TEA+ Tricolor, espaço de acomodação e regulação sensorial para torcedores autistas durante os jogos. O espaço, inaugurado em 2023, está https://t.co/7lM9EMllid",OUTRO,OUTRO,2026-06-18T13:38:29.000Z,349,0,2,0,0,0,0,,,,,,,,NAO,,
966024a3655c4532,2067623724593864813,Sao Paulo,REPLY,"@SaoPauloFC Lá vem mais uma zika, vou até mudar meu placar no bolão","🇨🇿🇾🇪 Hoje tem jogo da Tchéquia na Copa, e o Arquivo Histórico traz uma curiosidade sobre o país: o tcheco que defendeu o São Paulo em um único jogo Conheça essa história: https://t.co/Z67emo8isW #SPFCpédia #MemóriaTricolor https://t.co/iRGtU6m3Oj",PARTIDA,OUTRO,2026-06-18T15:01:25.000Z,467,6,0,1,0,0,0,,,,,,,,NAO,,
b4f1d5a6bc9dd18a,2067635336243560511,Sao Paulo,REPLY,@SaoPauloFC Na SAO Store eu encontro a demissão do Rui Costa também ???? FORA RUI COSTA!!! E Vaamos São Paulo,A história do Tricolor você veste aqui! 📜🇾🇪 Na SAO Store você encontra a sua camisa! 🔗 https://t.co/EspuoUfPPv https://t.co/wrIDpsT5jD,PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-18T15:47:33.000Z,253,4,0,1,0,0,0,,,,,,,,NAO,,
c0666cae4158a61e,2067635336243560511,Sao Paulo,REPLY,@SaoPauloFC nova camiseta pra serie B? timeco fudido,A história do Tricolor você veste aqui! 📜🇾🇪 Na SAO Store você encontra a sua camisa! 🔗 https://t.co/EspuoUfPPv https://t.co/wrIDpsT5jD,PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-18T15:47:33.000Z,253,4,0,1,0,0,0,,,,,,,,NAO,,
e747c03efa58b7f7,2067635336243560511,Sao Paulo,REPLY,"@SaoPauloFC História que essa bost@ de diretoria faz o favor de apagá-la, se não fosse a torcida que ainda ama esse clube, já seria extinto com esses bando de caga grosso.",A história do Tricolor você veste aqui! 📜🇾🇪 Na SAO Store você encontra a sua camisa! 🔗 https://t.co/EspuoUfPPv https://t.co/wrIDpsT5jD,PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-18T15:47:33.000Z,253,4,0,1,0,0,0,,,,,,,,NAO,,
f9d1e80fcb4635c2,2067635336243560511,Sao Paulo,REPLY,@SaoPauloFC https://t.co/7a6km8uNIW,A história do Tricolor você veste aqui! 📜🇾🇪 Na SAO Store você encontra a sua camisa! 🔗 https://t.co/EspuoUfPPv https://t.co/wrIDpsT5jD,PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-18T15:47:33.000Z,253,4,0,0,0,0,0,,,,,,,,NAO,,
ffb1f25e150c79d2,2067638746615369958,Sao Paulo,REPLY,@SaoPauloFC time falido fecha as portas,Treino do #FutebolFemininoTricolor concluído! #VamosSãoPaulo 🇾🇪 https://t.co/b2cx3dZlgG,BASTIDORES,FUTEBOL_FEMININO,2026-06-18T16:01:06.000Z,187,2,0,0,0,0,0,,,,,,,,NAO,,
e5f8052b55848eaf,2067666394410315955,Sao Paulo,QUOTE,https://t.co/3pgLlbQsk0 https://t.co/Fn7oN6wKw7,Segundo dia de intertemporada concluído! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/pLMI0rr8VK,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-18T17:50:58.000Z,503,9,2,0,0,0,0,,,,,,,,NAO,,
ea57ac8c94a2c942,2067666394410315955,Sao Paulo,REPLY,@SaoPauloFC Nem lembrava mais desses bagres do SP,Segundo dia de intertemporada concluído! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/pLMI0rr8VK,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-18T17:50:58.000Z,503,9,2,2,1,0,0,,,,,,,,NAO,,
4b10e670b6e3023d,2067717903470714900,Sao Paulo,REPLY,"@SaoPauloFC Vão ter esse tempo todinho pra treinar, e quando voltarem ainda vão perder.",Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-18T21:15:39.000Z,434,10,0,1,0,0,0,,,,,,,,NAO,,
4cfe69ebebda3354,2067717903470714900,Sao Paulo,REPLY,@SaoPauloFC eu quero te esquecer por enquanto!,Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-18T21:15:39.000Z,434,10,0,2,0,0,0,,,,,,,,NAO,,
60b86bec122933d9,2067717903470714900,Sao Paulo,REPLY,@SaoPauloFC Cuidado com o vento gelado,Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-18T21:15:39.000Z,434,10,0,0,0,0,0,,,,,,,,NAO,,
8295c3c630956719,2067717903470714900,Sao Paulo,REPLY,@SaoPauloFC Rui bosta já vazou??,Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-18T21:15:39.000Z,434,10,0,0,0,0,0,,,,,,,,NAO,,
d14f4356f4f4af19,2067717903470714900,Sao Paulo,REPLY,"@SaoPauloFC Frouxos, Covardes e Vagabundos",Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-18T21:15:39.000Z,434,10,0,0,0,0,0,,,,,,,,NAO,,
253b9d8aa7096772,2067950153797935488,Sao Paulo,QUOTE,"Bobadilha joga às 00H também filho, vai postar nada pq? https://t.co/UKQIDaaO3P","🇧🇷 Hoje é dia de Brasil na Copa! 🔜 A Seleção Brasileira enfrenta o Haiti, às 21h30 (horário de Brasília), no Estádio da Filadélfia, Estados Unidos, pela segunda rodada do grupo C. 📺 Globo, SBT, Sportv, N Sports, Cazé TV e GE TV Vai, Brasil! #VamosSãoPaulo 🇾🇪 https://t.co/cmNzJn60Uh",OUTRO,OUTRO,2026-06-19T12:38:31.000Z,1240,24,4,0,0,0,0,,,,,,,,NAO,,
555f9adad280e4f9,2067950153797935488,Sao Paulo,QUOTE,🇧🇷 https://t.co/79J78Rkg85,"🇧🇷 Hoje é dia de Brasil na Copa! 🔜 A Seleção Brasileira enfrenta o Haiti, às 21h30 (horário de Brasília), no Estádio da Filadélfia, Estados Unidos, pela segunda rodada do grupo C. 📺 Globo, SBT, Sportv, N Sports, Cazé TV e GE TV Vai, Brasil! #VamosSãoPaulo 🇾🇪 https://t.co/cmNzJn60Uh",OUTRO,OUTRO,2026-06-19T12:38:31.000Z,1240,24,4,0,0,0,0,,,,,,,,NAO,,
0c5178c36e7f0de0,2067950153797935488,Sao Paulo,REPLY,"@SaoPauloFC Olha, o mascote do São Paulo é a cara do presidente do clube. O canela fina tá lá nos EUA ainda?","🇧🇷 Hoje é dia de Brasil na Copa! 🔜 A Seleção Brasileira enfrenta o Haiti, às 21h30 (horário de Brasília), no Estádio da Filadélfia, Estados Unidos, pela segunda rodada do grupo C. 📺 Globo, SBT, Sportv, N Sports, Cazé TV e GE TV Vai, Brasil! #VamosSãoPaulo 🇾🇪 https://t.co/cmNzJn60Uh",OUTRO,OUTRO,2026-06-19T12:38:31.000Z,1240,24,4,0,0,0,0,,,,,,,,NAO,,
00cc06fd8b26a8d0,2067964632363376814,Sao Paulo,QUOTE,Passando vergonha que nem o time https://t.co/kFim19oKfG,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
