reaction_id,parent_post_id,club,reaction_type,clean_text,official_text,official_post_type,official_post_topic,relevancia,tema,emocao,polaridade,intencao,confianca_modelo,justificativa_curta
ea57ac8c94a2c942,2067666394410315955,Sao Paulo,REPLY,@SaoPauloFC Nem lembrava mais desses bagres do SP,Segundo dia de intertemporada concluído! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/pLMI0rr8VK,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,ELENCO,RAIVA,NEGATIVO,CRITICA,0.9,"Torcedor critica os jogadores do elenco chamando-os de 'bagres', expressando raiva."
4b10e670b6e3023d,2067717903470714900,Sao Paulo,REPLY,"@SaoPauloFC Vão ter esse tempo todinho pra treinar, e quando voltarem ainda vão perder.",Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,DESEMPENHO_EM_CAMPO,FRUSTRACAO,NEGATIVO,CRITICA,0.95,Torcedor critica o uso do tempo de treinamento e prevê derrota futura.
4cfe69ebebda3354,2067717903470714900,Sao Paulo,REPLY,@SaoPauloFC eu quero te esquecer por enquanto!,Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,OUTRO,FRUSTRACAO,NEGATIVO,CRITICA,0.8,"Torcedor expressa desejo de esquecer o clube, indicando frustração com o momento atual."
60b86bec122933d9,2067717903470714900,Sao Paulo,REPLY,@SaoPauloFC Cuidado com o vento gelado,Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,NAO_RELEVANTE,OUTRO,NEUTRO,NEUTRO,MEME_PIADA,0.8,"Comentário irônico/piada sobre o vento, sem relação direta com o conteúdo da publicação."
8295c3c630956719,2067717903470714900,Sao Paulo,REPLY,@SaoPauloFC Rui bosta já vazou??,Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,TECNICO,RAIVA,NEGATIVO,CRITICA,0.9,"Torcedor critica diretamente o técnico, chamando-o de 'bosta' e perguntando se já saiu, demonstrando raiva e insatisfação."
d14f4356f4f4af19,2067717903470714900,Sao Paulo,REPLY,"@SaoPauloFC Frouxos, Covardes e Vagabundos",Confira as imagens do segundo dia de intertemporada do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KM5lXT9EOO,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,DESEMPENHO_EM_CAMPO,RAIVA,NEGATIVO,CRITICA,0.9,"Torcedor demonstra raiva e critica o time por falta de atitude, usando termos pejorativos."
253b9d8aa7096772,2067950153797935488,Sao Paulo,QUOTE,"Bobadilha joga às 00H também filho, vai postar nada pq? https://t.co/UKQIDaaO3P","🇧🇷 Hoje é dia de Brasil na Copa! 🔜 A Seleção Brasileira enfrenta o Haiti, às 21h30 (horário de Brasília), no Estádio da Filadélfia, Estados Unidos, pela segunda rodada do grupo C. 📺 Globo, SBT, Sportv, N Sports, Cazé TV e GE TV Vai, Brasil! #VamosSãoPaulo 🇾🇪 https://t.co/cmNzJn60Uh",OUTRO,OUTRO,RELEVANTE,COMUNICACAO_DO_CLUBE,FRUSTRACAO,NEGATIVO,COBRANCA,0.8,Torcedor cobra do clube a falta de publicação sobre o jogo de Bobadilha.
555f9adad280e4f9,2067950153797935488,Sao Paulo,QUOTE,🇧🇷 https://t.co/79J78Rkg85,"🇧🇷 Hoje é dia de Brasil na Copa! 🔜 A Seleção Brasileira enfrenta o Haiti, às 21h30 (horário de Brasília), no Estádio da Filadélfia, Estados Unidos, pela segunda rodada do grupo C. 📺 Globo, SBT, Sportv, N Sports, Cazé TV e GE TV Vai, Brasil! #VamosSãoPaulo 🇾🇪 https://t.co/cmNzJn60Uh",OUTRO,OUTRO,NAO_RELEVANTE,OUTRO,NEUTRO,NEUTRO,OUTRO,0.6,"A reação é apenas uma URL com emoji de bandeira do Brasil, sem conteúdo textual que permita classificar emoção, polaridade ou intenção de forma clara."
0c5178c36e7f0de0,2067950153797935488,Sao Paulo,REPLY,"@SaoPauloFC Olha, o mascote do São Paulo é a cara do presidente do clube. O canela fina tá lá nos EUA ainda?","🇧🇷 Hoje é dia de Brasil na Copa! 🔜 A Seleção Brasileira enfrenta o Haiti, às 21h30 (horário de Brasília), no Estádio da Filadélfia, Estados Unidos, pela segunda rodada do grupo C. 📺 Globo, SBT, Sportv, N Sports, Cazé TV e GE TV Vai, Brasil! #VamosSãoPaulo 🇾🇪 https://t.co/cmNzJn60Uh",OUTRO,OUTRO,POUCO_INFORMATIVO,COMUNICACAO_DO_CLUBE,IRONIA,NEUTRO,PROVOCACAO,0.8,"Comentário irônico sobre a semelhança do mascote com o presidente, sem relação direta com a publicação."
00cc06fd8b26a8d0,2067964632363376814,Sao Paulo,QUOTE,Passando vergonha que nem o time https://t.co/kFim19oKfG,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,DESEMPENHO_EM_CAMPO,IRONIA,NEGATIVO,CRITICA,0.9,"Torcedor critica o time ironicamente, associando a publicacao sobre a selecao paraguaia com o mau desempenho do clube."
06627615c466c021,2067964632363376814,Sao Paulo,QUOTE,Da última vez q postaram isso… https://t.co/kLFQy1ujHp,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,COMUNICACAO_DO_CLUBE,IRONIA,NEGATIVO,CRITICA,0.8,"Torcedor faz referência irônica à última vez que o clube postou algo similar, sugerindo desfecho negativo."
38db202eb5391906,2067964632363376814,Sao Paulo,QUOTE,de novo não DE NOVO NÃO https://t.co/zOTnlzR5Uo,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,COMUNICACAO_DO_CLUBE,FRUSTRACAO,NEGATIVO,CRITICA,0.8,"Torcedor expressa cansaço repetindo 'de novo não', indicando frustração com a comunicação do clube por postar novamente conteúdo de seleção."
71e0eb5313855c88,2067964632363376814,Sao Paulo,QUOTE,"Hj a Sofia disse que eu pareço ele, nunca me senti tão honrado https://t.co/971ZVdGuiz","Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,OUTRO,ORGULHO,POSITIVO,ELOGIO,0.9,"Torcedor expressa orgulho por ser comparado a Bobadilla, relacionando-se à convocação do jogador."
7ebcd15ec1b2b33e,2067964632363376814,Sao Paulo,QUOTE,a não https://t.co/oEaAfjZhgz,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,POUCO_INFORMATIVO,OUTRO,IRONIA,NEGATIVO,PROVOCACAO,0.6,"Torcedor ironiza a convocação de jogador, expressando desagrado com a ausência do clube ou do jogador."
8a14b49844fdbf4a,2067964632363376814,Sao Paulo,QUOTE,Vixeeee.... https://t.co/3Ti3Nb1oMS,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,RIVALIDADE,ANSIEDADE,NEGATIVO,OUTRO,0.7,"Torcedor demonstra preocupação com possível eliminação ou desempenho, associando a convocação a riscos."
be3c1a2684917afb,2067964632363376814,Sao Paulo,QUOTE,em tons de ameaça https://t.co/djbGtI49MS,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,OUTRO,DESCONFIANCA,NEGATIVO,CRITICA,0.8,"Torcedor responde com tom de ameaça, sugerindo desconfiança ou crítica."
f78857bffc0e4d4d,2067964632363376814,Sao Paulo,QUOTE,Outra zicada... https://t.co/267ROR4lpa,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,OUTRO,IRONIA,NEGATIVO,CRITICA,0.9,"Torcedor comenta 'Outra zicada...' referindo-se à superstição de que a publição do clube pode trazer má sorte à seleção paraguaia, demonstrando crítica irônica."
00443e29f096ca63,2067964632363376814,Sao Paulo,REPLY,@SaoPauloFC Hoje?,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,OUTRO,NEUTRO,NEUTRO,PERGUNTA,0.9,"O torcedor pergunta se o jogo é hoje, demonstrando dúvida, sem emoção explícita."
bb9ac12a51ba4963,2067964632363376814,Sao Paulo,REPLY,@SaoPauloFC Se é 00:00 o jogo é amanhã não?,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,COMUNICACAO_DO_CLUBE,NEUTRO,NEUTRO,PERGUNTA,0.9,"Torcedor questiona a hora do jogo (00h) se refere ao dia seguinte, indicando dúvida sobre a comunicação do clube."
dbc96d54f0dc1286,2067964632363376814,Sao Paulo,REPLY,"@SaoPauloFC Achei que teria dias de paz com a copa, mas não existe isso na vida atual de torcedo tricolor.","Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,RELEVANTE,DESEMPENHO_EM_CAMPO,FRUSTRACAO,NEGATIVO,CRITICA,0.9,"Torcedor expressa frustração e crítica pela falta de paz mesmo durante a Copa, relacionando ao desempenho do clube."
5e42c60d3ef25a32,2067971042996281748,Sao Paulo,REPLY,@SaoPauloFC Parabéns felicidades muita saúde e alegrias que Deus sempre o abençoe.,"🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,RELEVANTE,ELENCO,ALEGRIA,POSITIVO,ELOGIO,0.95,"Torcedor parabeniza Ronaldão com votos de felicidades e saúde, sem criticar ou cobrar."
d203373b4ab59f69,2067971042996281748,Sao Paulo,REPLY,@SaoPauloFC Zagueiro-zagueiro de raiz! Não amolava pra ninguém!,"🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,RELEVANTE,ELENCO,ORGULHO,POSITIVO,ELOGIO,0.9,"Torcedor elogia ex-jogador Ronaldão, demonstrando orgulho e admiração."
f3aa093ab8d4fa6e,2067971042996281748,Sao Paulo,REPLY,"@SaoPauloFC Naldamãozinhu pros da quebrada e que acompanharam o seu corre desde sempre! Meu Rei, meu Bom, meu consideraaaaado!!! Receba o respeitoso abraço de nossa família! Parabéns pelo Aniversário e muitas felicidades! Equipe FutMuleky ⚽️ 🏟🥅⚽️🍀🙌🙏👍⚽️","🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,RELEVANTE,COMUNICACAO_DO_CLUBE,ALEGRIA,POSITIVO,APOIO,0.9,"Torcedor parabeniza o clube pela homenagem ao ídolo Ronaldão, demonstrando alegria e apoio."
fe8277caf4c5e459,2067971042996281748,Sao Paulo,REPLY,@SaoPauloFC 👍,"🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,RELEVANTE,COMUNICACAO_DO_CLUBE,ALEGRIA,POSITIVO,APOIO,0.9,"O torcedor reagiu com um joinha, demonstrando apoio e alegria à homenagem do clube."
feb8449929c12bfb,2067985794845876353,Sao Paulo,REPLY,@SaoPauloFC Esse clube no estado atual não me representa. Só tem amador nessa gestão.,A jaqueta casual SPFC é perfeita para quem quer representar o clube no dia a dia sem abrir mão da elegância e praticidade. Acesse a SAO Store e adquira a sua agora mesmo! https://t.co/FNvnXLPjnn https://t.co/Z0oAEcq7Hg,PRODUTO_CAMISA,PRODUTO_OFICIAL,RELEVANTE,DIRETORIA,FRUSTRACAO,NEGATIVO,CRITICA,0.9,Torcedor critica a gestão do clube em resposta a postagem sobre produto oficial.
1ba7c7d02205c4f6,2068014690395926853,Sao Paulo,QUOTE,https://t.co/EpjxX1MQZi https://t.co/I8GWlN3fw9,Manhã de avaliações físicas no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/xEQATMEern,OUTRO,OUTRO,NAO_RELEVANTE,OUTRO,NEUTRO,NEUTRO,INFORMACAO,0.5,"A reação não contém conteúdo textual analisável, apenas links, não sendo possível extrair significado relevante."
bd0feac1e7a8bed8,2068014690395926853,Sao Paulo,REPLY,@SaoPauloFC Toloi fazendo linha de impedimento com cara de cansado?,Manhã de avaliações físicas no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/xEQATMEern,OUTRO,OUTRO,RELEVANTE,DESEMPENHO_EM_CAMPO,IRONIA,NEGATIVO,CRITICA,0.8,"Torcedor ironiza desempenho de Toloi, indicando crítica ao jogador."
5b7017e1d9f686aa,2068039523435479045,Sao Paulo,QUOTE,aquele amigo que faz tudo ser sobre ele https://t.co/ve6TVmYpaw,"🏴󠁧󠁢󠁳󠁣󠁴󠁿🇲🇦 O Arquivo Histórico relembra a única vez que o São Paulo visitou o continente africano. Foi para a disputa do Torneio Mohammed V em Casablanca, Marrocos, adversário da Escócia hoje, pela Copa. Mais informações: https://t.co/5l5L3ddGzD #SPFCpédia #MemóriaTricolor https://t.co/L1IXSfB5ZW",OUTRO,OUTRO,POUCO_INFORMATIVO,OUTRO,IRONIA,NEUTRO,MEME_PIADA,0.9,Torcedor faz piada irônica comparando a publicação histórica a um amigo que sempre se coloca no centro das atenções.
228a05f0a3faceab,2068039523435479045,Sao Paulo,REPLY,"@SaoPauloFC Por falar em africano, vai contratar o gabonês Lemina?","🏴󠁧󠁢󠁳󠁣󠁴󠁿🇲🇦 O Arquivo Histórico relembra a única vez que o São Paulo visitou o continente africano. Foi para a disputa do Torneio Mohammed V em Casablanca, Marrocos, adversário da Escócia hoje, pela Copa. Mais informações: https://t.co/5l5L3ddGzD #SPFCpédia #MemóriaTricolor https://t.co/L1IXSfB5ZW",OUTRO,OUTRO,RELEVANTE,CONTRATACAO,IRONIA,MISTO,COBRANCA,0.9,"Torcedor faz uma cobrança irônica sobre contratação de um jogador africano, aproveitando o tema da publicação."
381ebe71659b9efc,2068039523435479045,Sao Paulo,REPLY,@SaoPauloFC Informação @_andreyray,"🏴󠁧󠁢󠁳󠁣󠁴󠁿🇲🇦 O Arquivo Histórico relembra a única vez que o São Paulo visitou o continente africano. Foi para a disputa do Torneio Mohammed V em Casablanca, Marrocos, adversário da Escócia hoje, pela Copa. Mais informações: https://t.co/5l5L3ddGzD #SPFCpédia #MemóriaTricolor https://t.co/L1IXSfB5ZW",OUTRO,OUTRO,RELEVANTE,OUTRO,NEUTRO,NEUTRO,INFORMACAO,0.8,"O torcedor apenas agradece pela informação histórica, sem expressar emoção ou crítica."
da5b5d372d4a77c9,2068046185240436946,Sao Paulo,QUOTE,Como não vi isso 😭😢 https://t.co/7ynNempIdy,"Quando a seleção entra em campo, a torcida Tricolor joga junto e o brinde é garantido: comprando 12 Brahmas no Zé Delivery, você só paga 6 e o pedido chega trincando na sua casa. E não para por aí: o apoio pro jogo também vira investimento na S.A.B. do São Paulo. PRA CIMA DELES! https://t.co/x1t4MIz750",OUTRO,OUTRO,RELEVANTE,OUTRO,FRUSTRACAO,NEGATIVO,INFORMACAO,0.9,"Torcedor demonstra frustração por não ter visto a promoção antes, mas a reação é relevante pois responde diretamente à publicação."
f81f5a0aabc2d1cb,2068053883142725853,Sao Paulo,REPLY,@SaoPauloFC Sumam com Julio Baptista ele é tenebroso,"🔜 Amanhã tem Tricolor Sub-20 em Cotia! O São Paulo recebe o Flamengo, no CFA Laudo Natel, pela 17ª rodada do Brasileiro da categoria. A partida terá transmissão do UOL e entrada gratuita aos torcedores. Saiba mais: https://t.co/Q1rKX7dCxU 📸 Victor Wajnsztejn / São Paulo FC https://t.co/5zKmg9YoOO",BASE,CATEGORIA_BASE,RELEVANTE,CATEGORIA_BASE,FRUSTRACAO,NEGATIVO,CRITICA,0.9,"Torcedor critica Julio Baptista, provavelmente técnico da base, pedindo que o clube 'suma' com ele, demonstrando frustração."
d79a99616cebb20a,2068098023473688676,Sao Paulo,QUOTE,aí não acredito que voltou https://t.co/gBuPtnpUui,⚽️ Acompanhe as informações do terceiro dia de treinos do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KhEtJU7bBa,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,ELENCO,ANSIEDADE,NEGATIVO,CRITICA,0.8,Torcedor expressa descrença e insatisfação com possível retorno de jogador.
0b9d3d875ff9e5fe,2068098023473688676,Sao Paulo,REPLY,"@SaoPauloFC Treina aí e não posta nada não cara, deixar de ver esses bostas aí está muito bom",⚽️ Acompanhe as informações do terceiro dia de treinos do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KhEtJU7bBa,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,COMUNICACAO_DO_CLUBE,FRUSTRACAO,NEGATIVO,CRITICA,0.9,"Torcedor critica a comunicação do clube, sugerindo que posta demais e joga mal."
82c95d686dbd0f48,2068098023473688676,Sao Paulo,REPLY,@SaoPauloFC Deixa a gente em paz pelo menos durante a Copa irmão,⚽️ Acompanhe as informações do terceiro dia de treinos do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KhEtJU7bBa,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,COMUNICACAO_DO_CLUBE,FRUSTRACAO,NEGATIVO,CRITICA,0.9,"Torcedor critica o clube por continuar postando conteúdo durante a Copa do Mundo, expressando frustração e pedindo para 'deixar em paz'."
784c83c4c6ff0338,2068318100370391422,Sao Paulo,REPLY,@SaoPauloFC Que DESGOSTO!! Que molecada RUIM do krl slc 👎,Hoje é dia de Sub-20 em Cotia! 🆚 Flamengo 🏆 Brasileiro Sub-20 (17ª rodada) ⏰ 15h 🏟️ CFA Laudo Natel 📺 UOL #MadeInCotia #VamosSãoPaulo 🇾🇪 https://t.co/8urKW0Eg4n,BASE,CATEGORIA_BASE,RELEVANTE,CATEGORIA_BASE,RAIVA,NEGATIVO,CRITICA,0.9,"Torcedor expressa descontentamento e crítica ao time sub-20, utilizando linguagem ofensiva e emotiva."
8b82df29c85f0eba,2068318100370391422,Sao Paulo,REPLY,"@SaoPauloFC Outra surra dentro de ""casa"" Não tem mais nada que preste nesse clube de merda",Hoje é dia de Sub-20 em Cotia! 🆚 Flamengo 🏆 Brasileiro Sub-20 (17ª rodada) ⏰ 15h 🏟️ CFA Laudo Natel 📺 UOL #MadeInCotia #VamosSãoPaulo 🇾🇪 https://t.co/8urKW0Eg4n,BASE,CATEGORIA_BASE,RELEVANTE,DESEMPENHO_EM_CAMPO,RAIVA,NEGATIVO,CRITICA,0.9,"Reação negativa à partida de base, com crítica ao desempenho e ao clube."
20731c0bd9f6ffc4,2068333022789673053,Sao Paulo,REPLY,@SaoPauloFC Campeão do mundo,"🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,RELEVANTE,TORCIDA,ORGULHO,POSITIVO,APOIO,0.8,"O torcedor demonstra orgulho e apoio ao clube ao lembrar que Junior foi campeão mundial, mostrando que valoriza essa conquista."
478b72c397557c12,2068333022789673053,Sao Paulo,REPLY,"@SaoPauloFC Um dos maiores que vi, e o último que prestou que vestiu nossa camisa.","🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,RELEVANTE,ELENCO,APOIO,POSITIVO,ELOGIO,0.8,"Torcedor elogia jogador histórico, demonstrando saudosismo e apoio."
5afadbfaf57c3faa,2068333022789673053,Sao Paulo,REPLY,@SaoPauloFC Esse jogou demais,"🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,RELEVANTE,ELENCO,ORGULHO,POSITIVO,ELOGIO,0.9,Torcedor elogia jogador mencionado na publicação oficial.
8e7464691e9b5fcb,2068333022789673053,Sao Paulo,REPLY,"@SaoPauloFC Fera demais, tive a honra de ver jogador! 👏👏👏👏👏👏👏","🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,RELEVANTE,ELENCO,ALEGRIA,POSITIVO,ELOGIO,0.95,"Torcedor elogia jogador, expressa alegria e honra em vê-lo jogar."
5dc59800f21742fe,2068347767659925761,Sao Paulo,QUOTE,ジーコに比べてオスカーがマリノスの前身である日産自動車に移籍して日本サッカー強化に貢献したと余り知られていないのは悲劇だと思うな。 https://t.co/EmZdvFia9Y,"🥳 Hoje celebramos os 7️⃣2️⃣ anos de Oscar! Um dos grandes líderes da história são-paulina, o zagueiro disputou 293 jogos e levantou as taças do Brasileiro de 1986 e dos Paulistas de 1980, 1981, 1985 e 1987. Feliz aniversário! 🎉 #SPFCpédia #VamosSãoPaulo 🇾🇪 https://t.co/UTFRX5lPln",OUTRO,INSTITUCIONAL,RELEVANTE,OUTRO,FRUSTRACAO,NEGATIVO,CRITICA,0.8,"Lamento que a contribuição de Oscar seja pouco conhecida, expressando frustração."
d8c4810ca03d1db4,2068355366706917862,Sao Paulo,QUOTE,E penta com a seleção em 2002 como jogador do SPFC. https://t.co/8HIBEyImU1,"🥳 Feliz aniversário, Belletti! O ex-lateral celebra 5️⃣0️⃣ anos! Foram 207 jogos pelo Tricolor, com os títulos do Paulista de 2000 e do Torneio Rio-São Paulo 2001. Entre 2022 e 2023, Belletti foi treinador da nossa equipe Sub-20. Parabéns! 🎉 #SPFCpédia #VamosSãoPaulo 🇾🇪 https://t.co/uwJgEPfzJB",BASE,CATEGORIA_BASE,RELEVANTE,ELENCO,ORGULHO,POSITIVO,INFORMACAO,0.95,"O torcedor complementa a publicação com uma informação factual sobre a conquista do título mundial, demonstrando orgulho."
0530d33cfdb24367,2068374942886854926,Sao Paulo,QUOTE,https://t.co/QqAekH0vwK https://t.co/7KiVvKjwQI,Sábado de treino no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/NsiK7jCwOo,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,RELEVANTE,COMUNICACAO_DO_CLUBE,NEUTRO,NEUTRO,INFORMACAO,0.8,"A reação é uma citação da publicação com links de imagens, sem texto adicional, indicando compartilhamento de conteúdo do clube."
